source_file,plot_nr,n_trees_gt,shannon_index,Species,Nr_of_trees_field,Conifer,Broadleaved,Broadleaved_prop,dbh_mean,dbh_sd,dbh_median,dbh_p10,dbh_p90,h_mean,h_sd,h_median,h_p10,h_p90,dbh_nn,h_nn,clarkevans,complexity_score,aboveground_points,unlabeled_points_aboveground,tree_points_aboveground,treex_mean_iou,treex_mean_precision,treex_mean_recall,treex_detection_rate,RayExtract_mean_iou,RayExtract_mean_precision,RayExtract_mean_recall,RayExtract_detection_rate,TreeLearn_mean_iou,TreeLearn_mean_precision,TreeLearn_mean_recall,TreeLearn_detection_rate,TreeAIBox_mean_iou,TreeAIBox_mean_precision,TreeAIBox_mean_recall,TreeAIBox_detection_rate,SegmentAnyTree_mean_iou,SegmentAnyTree_mean_precision,SegmentAnyTree_mean_recall,SegmentAnyTree_detection_rate,ForestFormer3D_mean_iou,ForestFormer3D_mean_precision,ForestFormer3D_mean_recall,ForestFormer3D_detection_rate,avg_mean_iou,std_mean_iou,avg_mean_precision,std_mean_precision,avg_mean_recall,std_mean_recall,avg_detection_rate,std_detection_rate
Rem_Herby_2016_2102406.laz,2102406,27,0.178844912716848,2,23,22,1,0.043478261,272.7391304,43.8595044,265,227.4,335.2,23.10869565,1.245688216,23,21.82,24.86,341,23,1.102164398,-0.294649025,2303813,476854,1826959,0.816218360595387,0.867937953450898,0.936957035518857,0.925925925925926,0.862712167955587,0.910483242251759,0.942199738581946,1,0.914529339608021,0.933816866175543,0.979471004806792,1,0.894907363274634,0.913630214443044,0.967997442563477,1,0.934307968209841,0.962427094692348,0.969734935417656,1,0.93375727975068,0.959736788506733,0.971136867619651,1,0.892738746565692,0.0421248501251307,0.924672026586721,0.0323537969388811,0.96124950408473,0.0158131688769707,0.987654320987654,0.0276057774999974
Rem_Herby_2016_2202806.laz,2202806,15,0.376770161256437,2,16,14,2,0.125,256.5,54.32372103,257.5,225,308,21.4125,3.429066928,21.9,21,23.45,278,21.9,1.14830973,-0.164444463,2718622,604513,2114109,0.908891956036142,0.944930910822681,0.955800940268339,0.933333333333333,0.944756607138882,0.966630651508826,0.976437849565613,1,0.759305201287278,0.874460225695124,0.827512272595924,1,0.978201332268786,0.97983262059761,0.998287140790104,1,0.952350180356988,0.978914509066173,0.972714969833291,1,0.963220679070303,0.980581515499336,0.98189494027151,1,0.91778765935973,0.0739726145393146,0.954225072198292,0.0377771701400407,0.952108018887463,0.0571169804518478,0.988888888888889,0.0248451997499977
Rem_Herby_2016_2302606.laz,2302606,24,0.962456216779642,4,28,18,10,0.357142857,274.8928571,104.3002572,318.5,120.8,375.9,20.64285714,5.675119746,23.95,12.5,25.93,369,24.8,1.164981897,0.450167461,3470014,548000,2922014,0.782450152204989,0.830336830132196,0.877226109596361,1,0.840337866884509,0.895901006537282,0.90967033917053,1,0.834279109782621,0.890632981268125,0.934371883338121,1,0.851889535338283,0.898954655284729,0.944722202389294,1,0.879315596865812,0.91952590925064,0.95062177188221,1,0.838380335120676,0.888790694563348,0.909100002214837,1,0.837775432699482,0.0288814705416504,0.887357012839387,0.0274056918762955,0.920952051431892,0.0251830312185443,1,0
Rem_Herby_2016_2402406.laz,2402406,24,0.612869452461949,3,22,21,1,0.045454545,272.8636364,104.8128925,300,89.8,356.9,21.21363636,7.802947883,25.5,7.52,26.7,297,25.5,1.284916246,0.173408342,1754100,254036,1500064,0.726625828308268,0.772814113603793,0.879985913920869,0.958333333333333,0.721193563565754,0.801503863656953,0.866814445147751,1,0.788418429072797,0.859091899514544,0.922925130942514,0.875,0.785031151293569,0.827768594405057,0.946321514743614,0.875,0.894996474346849,0.914594769409108,0.944110584870663,1,0.893744101390378,0.943722355935904,0.943342506666065,1,0.801668257996269,0.0704130798538393,0.85324926608756,0.0602487236199887,0.917250016048579,0.0321766667762555,0.951388888888889,0.055987901029851
Rem_Herby_2016_2403606.laz,2403606,33,0.469220348441599,2,30,5,25,0.833333333,253.4333333,114.7701401,242,98.8,356.3,21.35333333,7.41307016,24.8,8.79,27.85,222,25.5,1.015786074,0.499479254,3681472,118080,3563392,0.681601293106126,0.750984022595396,0.873533566882324,0.818181818181818,0.697476024453224,0.784916880573469,0.78710164461813,0.939393939393939,0.7552656290491,0.833881606950601,0.871208230344286,0.818181818181818,0.711404498111147,0.819223221992072,0.836819157343906,0.939393939393939,0.862165727524342,0.901819756387405,0.941171505628263,0.909090909090909,0.838196943927142,0.897245048408304,0.904642801531136,0.909090909090909,0.757685019361847,0.069474197777458,0.831345089484541,0.0548882751715333,0.869079484391341,0.0487296528089225,0.888888888888889,0.0515052476120483
Rem_Herby_2016_2502406.laz,2502406,22,0.410116318288409,2,24,24,0,0,254,98.54197958,280,90.2,355.6,19.9625,6.233835619,22.6,9.39,24.55,380,23.6,1.142045789,0.01218189,4118089,331476,3786613,0.835094109498981,0.893364853461188,0.93588528458069,0.954545454545455,0.867317367482439,0.91295818632922,0.946589711244744,1,0.870189387054426,0.886975496540186,0.977081107521184,0.818181818181818,0.824687166574456,0.901929723792517,0.919647490409454,0.909090909090909,0.882658620536808,0.940574894812785,0.932615049146533,1,0.907211146863473,0.942213638837107,0.961448246051248,0.954545454545455,0.864526299668431,0.0278209998690191,0.913002798962167,0.0215992978074884,0.945544481492309,0.0190600169052634,0.939393939393939,0.0624712973578433
Rem_Herby_2016_2603806.laz,2603806,20,0.990365041474314,4,29,10,19,0.655172414,310,111.5357086,310,184.6,424.4,23.13448276,4.95625693,24.8,18,27.06,365,25.6,1.120285925,0.620489508,2714567,732483,1982084,0.655774804792179,0.775355387737972,0.833214028702983,0.95,0.604059513995137,0.713247236685249,0.825827898260816,1,0.687818538301992,0.708028268625599,0.969883150268979,0.9,0.639970813263842,0.680199069777874,0.927469077890083,0.95,0.715053360691678,0.757521261848404,0.917214848269863,1,0.725885482772485,0.771611516210908,0.918879384766009,1,0.671427085636219,0.0426429542643766,0.734327123481001,0.0357706817927285,0.898748064693122,0.0520311600360203,0.966666666666667,0.0372677996249965
Rem_Herby_2016_3301806.laz,3301806,30,0.673011667009257,2,20,8,12,0.6,251.95,84.99131535,265.5,135.7,355.9,21.455,5.532437837,23.5,13.47,27.5,220,17.1,0.975091989,0.167386015,1842428,304582,1537846,0.627095854619655,0.71562827242615,0.844157057909113,0.9,0.526018722617596,0.724257973207778,0.692213643495828,0.966666666666667,0.724430661577453,0.799913551603754,0.904138782315813,0.933333333333333,0.699504613026624,0.779945192723709,0.910284818687457,0.933333333333333,0.79420728205879,0.859534864488192,0.880819765471794,1,0.792954392674098,0.848440209817071,0.90385577416101,1,0.694035254429036,0.0944136853591449,0.787953344044442,0.0551932488369786,0.855911640340169,0.0765251143863969,0.955555555555556,0.0368513865595044
Rem_Herby_2016_3304206.laz,3304206,47,0.870451454541346,4,40,15,25,0.625,203.5,100.3728945,220,84.8,331,16.52,4.574634636,17.05,10.47,21.33,111,11.9,1.064037112,0.414731025,1857759,168935,1688824,0.79308695986963,0.836412950270503,0.946127957876663,0.872340425531915,0.715238554255827,0.927331243878918,0.761376128254641,1,0.730846517532393,0.790637338950746,0.914977441800786,0.872340425531915,0.756391783512766,0.823696726672903,0.908133114535367,1,0.748450229725304,0.832321773787266,0.893747805576396,0.914893617021277,0.816385262502015,0.886858047372386,0.901626430149944,0.978723404255319,0.760066551232989,0.0348184509303872,0.849543013488787,0.0448149886252469,0.8876648130323,0.0588269096806623,0.939716312056738,0.0555052334840373
Rem_Herby_2016_4000506.laz,4000506,29,0.856997754778064,3,22,10,12,0.545454545,314.1363636,107.0955494,307.5,207.7,474.6,22.65,4.813646277,21.6,16.49,29.12,408,28.2,0.658279358,0.691980295,2597800,202816,2394984,0.708324439636143,0.825800282607256,0.857654452988656,0.862068965517241,0.632260805537948,0.78028034034969,0.731706857592904,1,0.537282743267419,0.684272454509956,0.681982132423912,0.931034482758621,0.647197587304596,0.826458774722447,0.776670980015226,1,0.6689910330516,0.763800181554963,0.835983980702055,0.862068965517241,0.682073059561109,0.83452202275523,0.785818613732579,0.96551724137931,0.646021611393136,0.0543504489276163,0.785855676083257,0.0523597756241969,0.778302836242555,0.0593461689058942,0.936781609195402,0.0577579058685109
Rem_Herby_2016_4404106.laz,4404106,27,0.97619005003976,4,27,14,13,0.481481481,223.6296296,57.24921776,226,161,282.8,20.66666667,3.646494629,21.4,17.78,23.2,282,23.1,1.105580725,0.328133712,3655212,205929,3449283,0.781472144047466,0.84287099781046,0.927264522578671,0.925925925925926,0.678280503177528,0.899852432265543,0.735420036289417,1,0.802682532881604,0.850899800575554,0.939432895623017,1,0.799848857785676,0.832271780615044,0.957566284450826,0.962962962962963,0.813582042351412,0.894281504957727,0.895171761654017,0.962962962962963,0.885177261580096,0.939187569677798,0.939691494886016,1,0.793507223637297,0.0610366516595926,0.876560680983688,0.0377130452653008,0.89909116591366,0.0756003965868589,0.975308641975309,0.0276057774999974
Rem_Herby_2016_4700406.laz,4700406,28,0.796585369010589,3,23,18,5,0.217391304,306.7826087,107.2600733,315,156.8,420.4,24.70434783,7.476659333,27.7,16.52,31.72,413,27.7,1.040651949,0.303608577,2564624,319104,2245520,0.786722409490826,0.887527123648197,0.877039530001517,0.928571428571429,0.580157396177152,0.911298868180261,0.623436273402201,1,0.806746903065016,0.886154992364082,0.910727595064993,0.928571428571429,0.740912924788604,0.851592996306097,0.867738286330485,0.964285714285714,0.854942517794874,0.926253844019942,0.918976047815976,1,0.903990436988126,0.965509056318872,0.933223241699647,0.964285714285714,0.778912098050766,0.102638817882777,0.904722813472909,0.0357422026291882,0.855190162385803,0.106134287905047,0.964285714285714,0.0291605921759902
Rem_Herby_2016_5000506.laz,5000506,28,0.600166073159646,3,26,22,4,0.153846154,221.8461538,68.22298282,220,139,307.5,20.56538462,4.023723878,21.8,15.9,23.7,236,20.4,1.039830602,0.054590716,1760932,279866,1481066,0.723341722423501,0.784380222684258,0.911114542170399,0.964285714285714,0.63069225445864,0.890561713062582,0.690305060760544,1,0.883705915143763,0.902475399196241,0.978097763617462,0.892857142857143,0.878493517511908,0.898908864013791,0.97602997763205,1,0.90320171106215,0.933035140241856,0.966615019532502,1,0.910907560545967,0.937647191790225,0.970956223411033,0.964285714285714,0.821723780190988,0.106324237704325,0.891168088498159,0.0508346140630033,0.915519764520665,0.103281562322361,0.970238095238095,0.0381138347466241
Rem_Herby_2016_5106406.laz,5106406,30,0.500402423538188,5,33,9,24,0.727272727,223.2424242,110.4802104,248,80,364.2,19.28181818,8.136931798,21.6,8.58,28.18,359,27.5,0.794912802,0.926118628,3055842,790979,2264863,0.692912791178798,0.779025037038248,0.870554180653104,1,0.667718180107048,0.856993248704872,0.757313963458968,1,0.765168242744455,0.788324751582094,0.949042481348957,1,0.761395445884652,0.789685414131094,0.957979680086878,1,0.833671231040229,0.859909814455591,0.964850962089923,0.966666666666667,0.831260488776986,0.877793400770519,0.94142767783355,1,0.758687729955361,0.0626371310275232,0.825288611113736,0.0402798492541541,0.906861490911897,0.0737479819047084,0.994444444444444,0.0124225998749988
Rem_Herby_2016_5500406.laz,5500406,41,0.64349155301929,1,20,20,0,0,200.4,45.24366777,194,159.8,236.9,19.495,1.006021345,19.4,18.16,21.03,212,18.9,0.843578176,-0.420090227,1726586,436911,1289675,0.771287125314666,0.804592460881153,0.94743919789613,0.951219512195122,0.572510360459537,0.863471238985901,0.635538582627844,1,0.757171796017792,0.783040146929592,0.956661818310038,0.975609756097561,0.719495956506784,0.745116952002288,0.960474249704141,0.951219512195122,0.770612787696622,0.793037606751669,0.958865090734934,0.902439024390244,0.789681663303218,0.817545152356964,0.957391784018339,0.975609756097561,0.730126614883103,0.0736743487461675,0.801133926317928,0.0358191452686172,0.902728453881904,0.119563277753889,0.959349593495935,0.0304199787542597
Rem_Herby_2016_5603406.laz,5603406,48,0.692239049680691,3,27,18,9,0.333333333,271.8148148,128.12465,271,98.6,418,20.42222222,7.726444766,19,9.26,28.46,254,18.7,1.011329516,0.276510228,1943275,806152,1137123,0.704109924849113,0.771718506256867,0.887128715011795,0.958333333333333,0.701392141756227,0.772884477697748,0.867178881658157,1,0.722491827068576,0.787322427774545,0.899546374556424,0.979166666666667,0.760730019292932,0.808523218384725,0.934831353672645,0.979166666666667,0.712940504517572,0.751109214043706,0.880242365664123,0.958333333333333,0.763136577272588,0.805157966714535,0.905123818846731,0.958333333333333,0.727466832459501,0.025298121813863,0.782785968478688,0.0200309627493045,0.895675251568313,0.0214504145309938,0.972222222222222,0.0155282498437485
Rem_Herby_2016_5700906.laz,5700906,30,0.958232545079487,3,47,44,3,0.063829787,170.2978723,45.51727569,171,126,215.2,15.71489362,3.459516096,16.2,12.36,19.38,165,16.2,1.096249561,-0.088753044,1195536,153661,1041875,0.735596596816639,0.805435672960198,0.90181916614361,0.833333333333333,0.508692168138131,0.859432393237938,0.573601122377518,0.966666666666667,0.759923447314841,0.861341822290017,0.87808216064453,0.933333333333333,0.796110042854299,0.869894463912345,0.904934307177881,1,0.829097441579146,0.900019493989668,0.914725763890881,1,0.819754012602629,0.887573342275432,0.903489198975948,1,0.741528951550948,0.10905122203759,0.863949531444267,0.0298483533257843,0.846108619868395,0.122370757171761,0.955555555555556,0.0598351645237167
Rem_Herby_2016_5703406.laz,5703406,50,0.704527889913306,2,19,13,6,0.315789474,237.4736842,181.1617964,115,81,507,17.18421053,14.01472492,7.5,5.28,37.1,449,37,0.977727267,0.688833424,4179809,1241587,2938222,0.696728797928192,0.767921020820449,0.883079866319304,0.92,0.654107793683063,0.748140244262564,0.821287691588113,0.98,0.769023554234687,0.845107663598903,0.892251363762322,0.98,0.732635857408851,0.814942069460237,0.874232529023521,0.96,0.773561685530843,0.813223023675886,0.925582655627862,0.94,0.748464336726825,0.839706432163925,0.881385013108871,0.98,0.729087004252077,0.0420910445858701,0.804840075663661,0.0355606361051011,0.879636519904999,0.030873085419239,0.96,0.023094010767585
Rem_Herby_2016_5804006.laz,5804006,40,1.56063115066701,1,8,0,8,1,426.5,194.9329555,463,171,626.5,27.625,7.859252963,30.25,19.25,34,595,32,1.619928398,0.61630101,2970321,479000,2491321,0.655094348354009,0.669134578004592,0.969042207786297,0.85,0.630700672434822,0.861188513199566,0.709712033977226,1,0.70824849454986,0.760384622420761,0.90451741355318,0.825,0.621793758028961,0.760192084865412,0.799449715915218,1,0.692965727442618,0.753322564184453,0.879327762856207,0.9,0.757042254696822,0.820445298700149,0.898988822289523,1,0.677640875917849,0.0470936753171998,0.770777943562489,0.0598568609661808,0.860172992729608,0.0836842517482909,0.929166666666667,0.0741853908948536
Rem_Herby_2016_5901206.laz,5901206,34,0.566085738959629,4,18,14,4,0.222222222,206.6666667,67.1626647,210.5,126.4,280,15.65,3.780017118,16.85,9.07,19.14,287,18.5,1.083861132,0.078634181,3160294,616575,2543719,0.80786463523993,0.878395559980273,0.915379808142631,0.970588235294118,0.749502581319524,0.917790390196422,0.810807982177888,1,0.885610808670545,0.896018494577644,0.985998037191946,0.970588235294118,0.897334716370182,0.912906229785107,0.982627786832954,0.970588235294118,0.914462827977713,0.933192233615931,0.977833845909676,0.970588235294118,0.907869238361893,0.921147366917537,0.957476691503851,0.941176470588235,0.860440801323298,0.0608742804731647,0.909908379178819,0.0179143917789259,0.938354025293157,0.0618469322840059,0.970588235294118,0.0169808902702831
Rem_Herby_2016_6003406.laz,6003406,20,1.06991734181638,3,41,1,40,0.975609756,190.1463415,96.57602212,171,86,327,17.71463415,5.629900575,18,9.8,24.9,202,25.5,1.008887736,0.562980101,2911576,532456,2379120,0.829130561484716,0.855622400724142,0.96501032932024,0.8,0.700056857439702,0.891520257928171,0.780509845793781,1,0.802920406818421,0.89077538407064,0.888504650119186,0.9,0.735398332894596,0.834069992794577,0.847891775892957,0.9,0.895311047428703,0.926040846178075,0.962837716448898,0.9,0.865749900941642,0.913246211050541,0.915526109355917,1,0.804761184501296,0.0686662914569261,0.885212515457691,0.0316615074250952,0.893380071155164,0.0649080733188664,0.916666666666667,0.0687184270936277
Rem_Herby_2016_6101306.laz,6101306,34,0.805837811724541,1,42,42,0,0,192.5952381,38.70593294,187,148.1,249.5,18.59761905,1.41378028,18.6,16.71,20.3,209,17.6,1.064772329,-0.3656389,3187007,511774,2675233,0.700515183460219,0.810525031154836,0.84485278366161,0.970588235294118,0.654496793465239,0.871157844085567,0.757474685382886,1,0.821107644672077,0.864484199836013,0.943036833799173,0.970588235294118,0.775930949797348,0.849558729939409,0.917526674752538,1,0.82824413501349,0.887196743272662,0.93320287944355,1,0.850960504221826,0.911074400451872,0.932568961036611,1,0.771875868438367,0.0715799869280726,0.865666158123393,0.0312437282623696,0.888110469679395,0.0668693215742455,0.990196078431373,0.0138648388467951
Rem_Herby_2016_6105906.laz,6105906,32,0,5,20,0,20,1,196.95,55.05927428,188,154,239.5,11.405,6.025251687,11,2.82,18.63,160,8.9,0.757760718,0.264089472,2644401,432661,2211740,0.751728632424147,0.835525907342964,0.89363744262381,0.96875,0.711026750778574,0.877115094399871,0.796656742235236,1,0.845836059183974,0.865705940477358,0.97299428967592,1,0.831019759054559,0.853726272617188,0.970587782347831,1,0.836202648741876,0.87370834461596,0.956233667330912,1,0.875247140253047,0.899368193507803,0.970638450194299,0.96875,0.808510165072696,0.0575148679513726,0.867524958826857,0.0198403982646899,0.926791395734668,0.0643900290919117,0.989583333333333,0.0147313912747197
Rem_Herby_2016_6305806.laz,6305806,21,0.953271014705891,3,38,18,20,0.526315789,230.2105263,117.0724326,245,93,364.2,20.04736842,7.93152236,23.65,9.14,27.89,96,2.2,0.969472264,0.21196142,2524262,144251,2380011,0.739048578600994,0.775189105302771,0.904866413543845,0.952380952380952,0.59563534823243,0.851270921181933,0.697664684358201,1,0.81759269566788,0.882016297849395,0.928831520361281,1,0.803516464973088,0.884112508018287,0.906665593615707,1,0.815876824819845,0.876251823632995,0.925225051740034,1,0.861056496998955,0.881388340181325,0.974261391252553,0.952380952380952,0.772121068215532,0.0867164108813842,0.858371499361118,0.0388177061648561,0.889585775811937,0.0888249868323993,0.984126984126984,0.0224478343233825
Rem_Herby_2016_6403606.laz,6403606,44,0.801435681714276,2,36,36,0,0,264.5555556,176.4979068,180.5,100,533,20.77777778,9.720114964,20.8,8.55,33,182,20.3,1.005868487,0.277956963,3550673,1223440,2327233,0.74963938625148,0.828131797615323,0.897324936829741,0.977272727272727,0.627128003502823,0.879255364240204,0.690497266083434,1,0.720247554971925,0.792773642616397,0.880284292031994,0.977272727272727,0.737209868377315,0.816149553320748,0.904115905061467,0.977272727272727,0.735472061134794,0.791761785617222,0.88294289670569,0.931818181818182,0.78194757472833,0.853566288916912,0.883332502648639,1,0.725274074827778,0.0478015573360527,0.826939738721134,0.0315398093996064,0.856416299893494,0.0746946205643823,0.977272727272727,0.0227272727272727
Rem_Herby_2016_6505806.laz,6505806,26,0,2,16,16,0,0,250.5625,162.2573958,190.5,102.5,491,18.2875,7.37065126,17.95,9.7,28.25,152,14.7,0.924676758,-0.098422495,3432975,456429,2976546,0.740496811723484,0.812867576265536,0.901454864383187,0.961538461538462,0.745539250012438,0.906906215174199,0.810122830494746,1,0.843127440807544,0.875067480380067,0.961116341330722,1,0.856665394661842,0.87344983666695,0.978650142795604,1,0.89074285945409,0.912297454674933,0.973825839916125,0.961538461538462,0.906270081123626,0.922175634931366,0.981253323451117,0.961538461538462,0.830473639630504,0.0652345591142924,0.883794033015509,0.0365911709800812,0.93440389039525,0.0618488285166268,0.980769230769231,0.0192307692307692
Rem_Herby_2016_6508806.laz,6508806,38,0.370802358089488,3,21,1,20,0.952380952,289.047619,140.5295258,239,150,494,21.66190476,6.917259298,22,13,30.5,150,13,0.989192214,0.510442847,3235303,677346,2557957,0.726978934178345,0.79727811282899,0.878948580809709,0.947368421052632,0.716419201279763,0.923950347560212,0.76970621322576,1,0.873316355509598,0.888058863735038,0.97720195883914,0.973684210526316,0.853948908125811,0.888517951865532,0.960708835193607,1,0.903260329121023,0.922951258991736,0.974566800169486,1,0.917440665980764,0.93393397814219,0.981853506958138,0.973684210526316,0.831894065699217,0.0805762740894732,0.89244841885395,0.0460723169085251,0.92383098253264,0.0773714505476634,0.982456140350877,0.0196146313815771
Rem_Herby_2016_6606306.laz,6606306,45,0,2,27,24,3,0.111111111,287.4444444,58.77815746,289,219,345,23.77777778,3.57473327,24.6,21.3,26.44,334,26.5,1.224684547,0.028523449,3422180,470685,2951495,0.798540414987871,0.853287410195532,0.931823422781895,0.977777777777778,0.724212027023928,0.914728488833867,0.782287565280697,1,0.86890598980877,0.889133355745077,0.97572623806243,0.977777777777778,0.855116568166349,0.876733896419809,0.973090344753962,0.977777777777778,0.878116133485663,0.899853814235206,0.972463704419046,0.977777777777778,0.885942838241881,0.90977813645941,0.971329889540543,0.977777777777778,0.835138995285744,0.0571717100377777,0.890585850314817,0.0209056053083998,0.934453527473096,0.069716422527746,0.981481481481482,0.00828173324999923
Rem_Herby_2016_6608806.laz,6608806,33,0.348832095843032,2,18,17,1,0.055555556,303.5,207.2918517,218,103.8,572.7,21.04444444,9.282128446,19.9,9.7,31.24,127,12.8,1.049704759,0.084345867,1109525,546997,562528,0.669935535870504,0.767087955595197,0.871510793345208,0.96969696969697,0.537396020893698,0.834930173514951,0.616005449002235,1,0.743217989040531,0.800753740885986,0.911926772047345,0.96969696969697,0.726189979613436,0.80896489520346,0.89790977958017,1,0.775642549361964,0.843239938959105,0.922554375191935,0.96969696969697,0.794955320347161,0.859312649622897,0.925829741321108,0.96969696969697,0.707889565854549,0.0858899220644519,0.819048225630266,0.0305366732758254,0.857622818414667,0.109553699973598,0.97979797979798,0.0142849854785161
Rem_Herby_2016_6706006.laz,6706006,28,0,2,48,21,27,0.5625,239.5,115.5904362,247.5,86.5,397.3,20.11458333,6.915723361,21.8,10.74,27.23,133,13.7,0.903039302,0.425153365,2454803,850809,1603994,0.753454533188581,0.817830746331211,0.912576066205005,1,0.718406790493762,0.914901710463375,0.773597934522666,1,0.834316869315907,0.860026738983978,0.960341424838057,1,0.838450072446358,0.869657524459429,0.964937403582542,1,0.911006561139198,0.950501604777955,0.957380256819317,1,0.905715949425752,0.94100830163924,0.960090933666523,0.964285714285714,0.826891796001593,0.0714601221367411,0.892321104442531,0.0472064171273246,0.921487336605685,0.0684674787871184,0.994047619047619,0.0133099284374987
Rem_Herby_2016_6803306.laz,6803306,55,0.685314207276458,1,9,0,9,1,514.7777778,146.4050697,500,388,653.8,31.85555556,6.630443257,34.5,26,36.7,642,33.3,1.32881438,0.512622752,2213909,177400,2036509,0.77572427078154,0.854022641508275,0.905437295980115,0.818181818181818,0.636096052309058,0.912766020335893,0.680177534753704,0.981818181818182,0.748367361808694,0.797129561701451,0.914803451463983,0.872727272727273,0.748303811690665,0.809132457078259,0.916035255801817,0.890909090909091,0.759006556972781,0.816120508161628,0.908496331794674,0.872727272727273,0.787079935469134,0.855682545050252,0.898661561482203,0.981818181818182,0.742429664838645,0.0495875821236779,0.840808955639293,0.0389325351745008,0.870601905212749,0.0853583067890102,0.903030303030303,0.0599969390097677
Rem_Herby_2016_6903106.laz,6903106,31,0.439669879401343,3,9,8,1,0.111111111,532.7777778,172.9188956,581,349,676.4,29.44444444,7.409978258,31.5,23.72,34.36,422,31.2,1.274180866,0.53535813,1957465,263350,1694115,0.72656704885806,0.856787515342682,0.852309374511512,1,0.670692609610672,0.910621382062116,0.725146556765227,1,0.801363187234356,0.836280346898411,0.894246331422493,0.935483870967742,0.788632478750167,0.883830161585778,0.898307398959233,0.935483870967742,0.845685045446511,0.890151210701851,0.928782670741352,0.903225806451613,0.881003346207077,0.913601288174527,0.936793662512773,0.967741935483871,0.785657286017807,0.0703067838707111,0.881878650794227,0.0277292996705587,0.872597665818765,0.0713687375484424,0.956989247311828,0.0356626321543592
Rem_Herby_2016_7503806.laz,7503806,41,0.835713060677964,4,22,10,12,0.545454545,258.0909091,165.4246798,186,97,510,18.2,7.258689374,17.45,9.29,27.14,97,9.2,1.002006505,0.352312671,3067978,339224,2728754,0.734131384706043,0.806320918661621,0.900464596827934,0.975609756097561,0.501681580024675,0.827570606068037,0.562473540280128,1,0.723468955025391,0.788979829813637,0.897211989776637,0.975609756097561,0.728610590869105,0.788141835348913,0.902892584389541,0.975609756097561,0.674798376426493,0.735633008727899,0.841879042520806,0.902439024390244,0.779804519389583,0.839490118489521,0.895240829222992,0.975609756097561,0.690415901073548,0.0897378202651807,0.797689386184938,0.0334980048113304,0.833360430503006,0.122947257645311,0.967479674796748,0.0304199787542597
Rem_Herby_2016_7904506.laz,7904506,36,0.826924140441323,2,42,0,42,1,209,111.3561634,176.5,102.3,340,16.02380952,3.685158733,16.95,10.33,19.96,172,15.8,0.889899298,0.7336228,3256055,695709,2560346,0.601955749586116,0.752360811630666,0.784315170800356,0.888888888888889,0.613637917772618,0.835350608518255,0.70969606620084,0.916666666666667,0.596016281295593,0.691558068456094,0.764318617492111,0.861111111111111,0.620495100462441,0.731251624842878,0.839240474192981,0.916666666666667,0.545343979847464,0.658941419897801,0.754112169991,0.805555555555556,0.623681953255063,0.750928297248932,0.794677896062068,0.916666666666667,0.600188497036549,0.0263743536331236,0.736731805099104,0.0552170226018039,0.774393399123226,0.0396098049344604,0.884259259259259,0.0406248351268154
Rem_Herby_2016_8607506.laz,8607506,33,0.948810270807818,,,,,,,,,,,,,,,,,,,,3970195,1052663,2917532,0.666673569258716,0.753588578953227,0.847057211026767,0.96969696969697,0.546991132479743,0.795701276184428,0.666206799475205,1,0.782564613119841,0.82215851852272,0.949160738586995,0.909090909090909,0.679441380920266,0.803263989735761,0.825917471407077,0.96969696969697,0.791760125824264,0.841889659547769,0.937216365052491,0.96969696969697,0.828633390781754,0.870600791770738,0.94441891200331,1,0.716010702064097,0.0959082470521212,0.81453380245244,0.0368464821827538,0.861662916258641,0.0999223902249122,0.96969696969697,0.0303030303030303
Rem_Herby_2017_1102006.laz,1102006,34,0.70016118405654,3,26,20,6,0.230769231,214.8076923,59.5375641,222.5,145.5,278.5,19.66153846,3.576487318,20.6,17.75,22.5,268,21.2,1.12127873,0.077637934,3657181,952586,2704595,0.845573507152765,0.875886095186866,0.953695959556718,0.970588235294118,0.845812196279635,0.905961557348772,0.932820494706429,1,0.883934074595303,0.915676342166253,0.962049555705633,0.941176470588235,0.868317161375506,0.90019652228815,0.963026044438184,0.970588235294118,0.906817085816203,0.937910888122744,0.967182312874667,0.970588235294118,0.895982355224927,0.93650272664175,0.940722690412357,0.970588235294118,0.87440606340739,0.0234264594167463,0.912022355292422,0.0214680740711912,0.953249509615664,0.012527367494407,0.970588235294118,0.0169808902702831
Rem_Herby_2017_2204106.laz,2204106,19,0.693147180559945,2,20,10,10,0.5,343.9,74.33983136,335,286.9,409.6,25.535,2.849242743,26.4,23.71,27.81,292,25.7,1.209352507,0.158452433,1924274,186406,1737868,0.646415525269032,0.725804312583366,0.863545486585439,0.947368421052632,0.656390839427921,0.760563010076743,0.821967055433958,1,0.747349211418438,0.794699327940656,0.931889584907464,1,0.707041171758282,0.767146556138477,0.915006555668439,1,0.731759591231262,0.803444403755734,0.89976464124992,0.947368421052632,0.675771782822723,0.787614541703562,0.806809011359684,1,0.69412135365461,0.0375342243499489,0.773212025366423,0.0259082100497995,0.873163722534151,0.046589904758964,0.982456140350877,0.0248107642521596
